Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Rockefeller Univ - Garage Ground Floor,500 E 63rd St,,New York,NY,10065,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,25,,,EVOKE,https://evokesystems.com,GPS,40.760823,-73.957536,09-12-2025,357046,12-09-2025 21:22,P,,,07-07-2022,J1772
ELEC,223 Quaker Rd Pomona NY  Upper Lot - Tesla Destination,223 Quaker Rd,,Pomona,NY,10970,,877-798-3752,E,,Public,,,,10,,,Non-Networked,,GPS,41.189174,-74.040859,07-01-2024,359820,12-02-2025 00:16,P,,,,J1772
ELEC,Best Western - Potsdam,1 Main Street,,Potsdam,NY,13676,,888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,44.667966,-74.98575,11/20/2025,376250,20-11-2025 04:27,,,,01/24/2025,J1772
ELEC,906 Spencer St,906 Spencer St,,Syracuse,NY,13204,,313-262-6722,E,,Public,,,,4,,,RED_E,https://www.redecharge.com,GPS,43.05772,-76.17453,11/20/2025,421018,20-11-2025 04:57,,,,08/26/2025,J1772
ELEC,8 E 33rd St - Lower and Upper Floor,8 E 33rd St,,New York,NY,10016,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,10,,,EVOKE,https://evokesystems.com,GPS,40.747369,-73.98485,09-12-2025,421066,12-09-2025 21:22,P,,,07/23/2024,J1772
ELEC,calvert,33 calvert,,harrison,NY,10528,,888-222-6618,E,,Public,,,,2,,,NOODOE,https://www.noodoe.com,GPS,40.969417,-73.715102,11/20/2025,421796,20-11-2025 04:17,,,,09-09-2025,J1772
ELEC,Chrysler L2s,318 Elmira Rd.,,Ithaca,NY,14850,,,E,,Public,,,,2,,,FLIPTURN,https://www.getflipturn.com,GPS,42.427557,-76.510253,11/20/2025,429747,20-11-2025 05:03,,,,10-10-2025,J1772
ELEC,FC1225 UNION ST CT4K 2,109 S Union St,Parking Lot A  North Border East Charger,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.151003,-77.599772,11/20/2025,221435,20-11-2025 01:55,,,,06/17/2022,J1772
ELEC,The Rose Motel - Tesla Destination,3840 State Hwy 145,,Durham,NY,12422,,877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.395904,-74.152723,07-01-2024,122480,12-02-2025 00:16,P,,,01/24/2019,TESLA
ELEC,Cabela's Crossing - Tesla Supercharger,2013 Walden Avenue,,Cheektowaga,NY,14225,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.907291,-78.762217,07-01-2024,153790,06-05-2025 21:07,P,,,02/14/2020,TESLA
ELEC,Burdick Nissan,5885 E Circle Dr,,Cicero,NY,13039,,315-458-8915,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.147147,-76.114274,02-12-2024,44331,12-02-2025 00:16,P,,,11/30/2011,J1772
ELEC,100 Linden Oaks,100 Linden Oaks,,Rochester,NY,14625,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.12356,-77.51877,11/20/2025,223103,20-11-2025 04:23,,,,12-07-2021,J1772
ELEC,L771 STATION 2,3496 US-6,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.419302,-74.428139,11/20/2025,261350,20-11-2025 02:10,,,,05/25/2023,J1772
ELEC,RRH RIEDMAN CAMP2,100 Kings Hwy S,Rear of Building,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.201899,-77.574545,11/20/2025,173959,20-11-2025 01:16,,,,01/27/2021,J1772
ELEC,Village of Canastota,205 S Peterboro St,,Canastota,NY,13032,,315-697-7559,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.077499,-75.752256,03-08-2023,187159,31-01-2024 22:07,P,,,03/22/2021,J1772
ELEC,TOWN OF BABYLON TANNER PARK 1,Tanner Park,East side station,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.656891,-73.39625,11/20/2025,162280,20-11-2025 01:08,,,,06-12-2020,J1772
ELEC,MILLER MOTORS EAST R DK,4445 NY-434,East Charger,Vestal,NY,13850,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.095566,-75.96526,11/20/2025,252597,20-11-2025 02:04,,,,01/27/2023,CHADEMO J1772COMBO
ELEC,Plum Court Condominiums,526-528 Plum St.,,Syracuse,NY,13204,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.05612,-76.1574,11/20/2025,233099,20-11-2025 04:22,,,,10-06-2022,J1772
ELEC,REGENERON 47G-02,Tempel Ln,Parking Lot,East Greenbush,NY,12061,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.637283,-73.711837,11/20/2025,347995,20-11-2025 02:27,,,,06/15/2024,J1772
ELEC,60 East 94th Street - Upper Floor,40 E 94th St,,New York,NY,10128,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,10,,,EVOKE,https://evokesystems.com,GPS,40.785615,-73.954764,09-12-2025,357019,12-09-2025 21:22,P,,,01-11-2024,J1772
ELEC,MIDDLE COUNTRY EMPLOYEE PARKIN,101 Eastwood Blvd,,Centereach,NY,11720,,888-758-4389,E,,Public,Mon: 8:00am-9:00pm; Tue: 8:00am-9:00pm; Wed: 8:00am-9:00pm; Thu: 8:00am-9:00pm; Fri: 8:00am-9:00pm; Sat: 8:00am-5:00pm; Sun: 12:00pm-5:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.865108,-73.080398,11/20/2025,182818,20-11-2025 01:13,,,,01/27/2021,J1772
ELEC,THERMAL QUICK AG EV1,11 Sitterly Rd,Pull in on the right.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.850567,-73.75718,11/20/2025,181636,20-11-2025 01:29,,,,01/27/2021,J1772
ELEC,Fairfield Inn by Marriott,71 N Genesee St,,Utica,NY,13502,,315-798-9600,E,,Public - Credit card at all times,24 hours daily; guests only; see front desk for access,A D Debit M V,,1,,,Non-Networked,,GPS,43.107825,-75.222674,05-09-2024,227087,12-02-2025 00:16,P,,,08/29/2022,J1772
ELEC,L762 SHOP 02,3590 Southwestern Blvd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.784658,-78.767062,11/20/2025,150338,20-11-2025 01:24,,,,12/19/2019,J1772
ELEC,EVolve NY Saugerties,NY-212,,Saugerties,NY,12477,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,42.08412,-73.96876,11/20/2025,376662,20-11-2025 03:17,,,,01/29/2025,J1772COMBO
ELEC,Employee Parking Lot,553 Washington St,,Buffalo,NY,14203,,888-356-8911,E,,Public,24 hours daily,,,6,,,FLO,https://www.flo.com,GPS,42.889208,-78.872574,11/20/2025,372929,20-11-2025 03:54,,,,12/13/2024,J1772
ELEC,211 EV STATIONS STATION-3,211 North Main Street,,Mechanicville,NY,12118,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.910776,-73.68443,11/20/2025,350652,20-11-2025 02:28,,,,07/17/2024,J1772
ELEC,UHS WMC UNITED HEALTH,40 Arch St,,Johnson City,NY,13790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.114,-75.95731,11/20/2025,195825,20-11-2025 01:37,,,,09-11-2021,J1772
ELEC,NYS ORDA GORE MOUNTAIN 2,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.671176,-74.007611,11/20/2025,174096,20-11-2025 01:18,,,,01/27/2021,J1772
ELEC,Rotterdam Mall,93 W Campbell Rd,,Schenectady,NY,12306,,833-611-5965,E,,Public,24 hours daily,,,10,,,VIALYNK,https://www.lynkwell.com,GPS,42.80941,-73.98885,11/20/2025,189531,20-11-2025 04:23,,,,07-08-2022,J1772
ELEC,JAMESTOWN BPU PREND.4TH #2,325 E 4th St,,Jamestown,NY,14701,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.097733,-79.23767,11/20/2025,214277,20-11-2025 01:54,,,,04/19/2022,CHADEMO J1772COMBO
ELEC,SHINEMAN SOUTH LEE HALL 4,7060 New York 104,Lee Hall Station 4,Oswego,NY,13126,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.456049,-76.538973,11/20/2025,350530,20-11-2025 02:28,,,,07/13/2024,J1772
ELEC,VILLAGEHALL RHINEBECK 2,55 E Market St,,Rhinebeck,NY,12572,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.927273,-73.91065,11/20/2025,175155,20-11-2025 01:25,,,,01/27/2021,J1772
ELEC,Village of Montour Falls,236 W. Main Street,,Montour Falls,NY,14865,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,42.346628,-76.848079,11/20/2025,121285,20-11-2025 03:30,,,,04-01-2018,J1772
ELEC,Schultz Ford Lincoln,80 Route 304,,Nanuet,NY,10954,,888-998-2546,E,,Public,24 hours daily,,,2,4,,Blink Network,https://blinkcharging.com,GPS,41.100441,-73.996851,11/20/2025,348993,20-11-2025 00:07,,,,06/21/2024,J1772 J1772COMBO
ELEC,MASONC CHARGING HEALTH PAV,2150 Bleecker St,,Utica,NY,13501,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.087317,-75.191983,11/20/2025,422455,20-11-2025 02:50,,,,09/18/2025,J1772
ELEC,MAINLOT SHULTS HYUNDAI,181 E Fairmount Ave,,Lakewood,NY,14750,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.098134,-79.314199,11/20/2025,231093,20-11-2025 01:59,,,,10-01-2022,CHADEMO J1772COMBO
ELEC,Glasco - Glasco,1 Trinity Ct,,Saugerties,NY,12477,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,2,,,EVOKE,https://evokesystems.com,GPS,42.045415,-73.962197,09-12-2025,356874,12-09-2025 21:22,P,,,02/29/2024,J1772
ELEC,CHATHAM EVC CHATHAM,77 Main St,Near Chatham Brewery,Chatham,NY,12037,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.363258,-73.594529,11/20/2025,162257,20-11-2025 01:10,,,,06-12-2020,J1772
ELEC,GREECE TOWN HAL GREECE SOUTH 2,1 Vince Tofany Blvd,Middle parking lot of Greece town hall building,Rochester,NY,14612,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.258197,-77.69913,11/20/2025,180741,20-11-2025 01:25,,,,01/27/2021,J1772
ELEC,MPG 121 Reade Street - Tesla Destination,121 Reade St,,New York,NY,10013,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.716268,-74.009491,07-01-2024,115006,12-02-2025 00:16,P,,,01-08-2018,J1772 TESLA
ELEC,1-4 STATION 5,103 Broad St,In parking lot,Waterford,NY,12188,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.79112,-73.67978,11/20/2025,238529,20-11-2025 02:04,,,,12/21/2022,J1772
ELEC,EPLLC LOCKHEED 3,143 Ocean Channel Way,,Liverpool,NY,13088,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.110188,-76.18723,11/20/2025,174519,20-11-2025 01:21,,,,01/27/2021,J1772
ELEC,WEST HERR AUTO WH DL L2-3,6200 S Transit Rd,,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.125439,-78.697935,11/20/2025,395524,20-11-2025 02:22,,,,05/14/2025,J1772
ELEC,Evolve NY Castle Creek,1166 Castle Creek Rd,,Castle Creek,NY,13744,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,42.23186,-75.91721,11/20/2025,255411,20-11-2025 03:17,,,,03-01-2023,CHADEMO J1772COMBO
ELEC,BURNS MGT BROOM SHOP 4,4 Broom Shop Ln,New apartment complex 6 Broomshop lane,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.739843,-73.79008,11/20/2025,193394,20-11-2025 01:41,,,,07/31/2021,J1772
ELEC,Staten Island Mall Macys,2655 Richmond Ave.,,Staten Island,NY,10314,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.583139,-74.166332,11/20/2025,166729,20-11-2025 03:13,,,,08/31/2020,J1772
ELEC,LIVEWELL GROUP 501 DERZEE CT,501 Derzee Ct,Between Bldgs 500 and 600,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.60619,-73.850716,11/20/2025,165394,20-11-2025 01:30,,,,08/22/2020,J1772
ELEC,Mont Pleasant Branch Library,1036 Crane St.,,Schenectady,NY,12303,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.79807,-73.94733,11/20/2025,223285,20-11-2025 04:23,,,,03/30/2022,J1772
ELEC,26 Century Hill Dr,26 Century Hill Dr,,Latham,NY,12110,,833-611-5965,E,,Public,24 hours daily,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,42.77095,-73.75909,11/20/2025,223302,20-11-2025 04:23,,,,06-06-2022,J1772
ELEC,Fairfield Inn & Suites Canton,5955 Route 11,,Canton,NY,13617,,888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,44.599287,-75.145206,11/20/2025,377520,20-11-2025 04:27,,,,01/31/2025,J1772
ELEC,CITY OF ALBANY RIDGEFIELD PARK,Ridgefield Park 316 Partridge Street,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.659753,-73.786848,11/20/2025,262445,20-11-2025 01:44,,,,06-09-2023,J1772
ELEC,Parker Towers 40 - Garage 40,104-40 Queens Blvd,,Forest Hills,NY,11375,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20,,,EVOKE,https://evokesystems.com,GPS,40.7232,-73.8505,09-12-2025,356885,12-09-2025 21:22,P,,,11/21/2021,J1772
ELEC,Meadowbrook Estates -406 Meadowbrook,406 Meadowbrook Circle,,Fulton,NY,13069,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.32929,-76.43701,11/20/2025,372940,20-11-2025 04:24,,,,12/13/2024,J1772
ELEC,CGCC PAC Lot,4400 NY-23,,Hudson,NY,12534,,833-611-5965,E,,Public,24 hours daily,,,10,,,VIALYNK,https://www.lynkwell.com,GPS,42.21804,-73.81608,11/20/2025,324788,20-11-2025 04:23,,,,06-12-2023,J1772
ELEC,Castellani Art Museum - Niagara University,5795 Lewiston Rd,,Niagara University,NY,14109,,716-286-8200,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.136934,-79.036462,03/14/2024,147097,12-02-2025 00:16,P,,,01-01-2019,J1772
ELEC,HAMMOCKS CANAND HATC 8000 RIGHT,2000 Hammocks Dr,Hammocks at Canandaigua 8000 Right,Canandaigua,NY,14424,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.878866,-77.297518,11/20/2025,352069,20-11-2025 02:29,,,,08-03-2024,J1772
ELEC,EVolve NY Horseheads,1020 Center Street,,Horseheads,NY,14845,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,42.15816,-76.8266,11/20/2025,374263,20-11-2025 03:17,,,,12/20/2024,J1772COMBO
ELEC,ALBANY COUNTY S PEARL STN 1,722 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.627523,-73.767238,11/20/2025,224504,20-11-2025 01:54,,,,07/28/2022,J1772
ELEC,GENESEO E PARK RIGHT,4319 Genesee Valley Plaza Rd,,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.798031,-77.783211,11/20/2025,224227,20-11-2025 01:56,,,,07/22/2022,J1772
ELEC,PBMC NE CAMPUS 3,1235 Ostrander Ave,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.935887,-72.672313,11/20/2025,261062,20-11-2025 02:09,,,,05/19/2023,J1772
ELEC,MONTANTE SOLAR STATION 4,1277 Delaware Ave,Parking Garage / Ground Floor,Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.91823,-78.867091,11/20/2025,217201,20-11-2025 01:55,,,,05-08-2022,J1772
ELEC,Maguire Chevy of Trumansburg,2073 State Route 96,,Trumansburg,NY,14886,,866-816-7584,E,,Public,24 hours daily,,,,2,,EV Connect,https://www.evconnect.com,GPS,42.532736,-76.638575,11/20/2025,391811,20-11-2025 03:34,,,,05-06-2025,J1772COMBO
ELEC,WEST HERR AUTO WH TR L2-2,4374 W Ridge Rd,,Rochester,NY,14626,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.217741,-77.746485,11/20/2025,218515,20-11-2025 01:55,,,,05/19/2022,J1772
ELEC,PANYNJ LGA WEST 5,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.772972,-73.875608,11/20/2025,180140,20-11-2025 01:08,,,,01/27/2021,J1772
ELEC,Ulster County Court House,285 Wall St,,Kingston,NY,12401,,833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,41.93286,-74.02061,11/20/2025,398225,20-11-2025 04:24,,,,06-12-2025,J1772
ELEC,Northeast Bronx YMCA,1250 E 229th St,,Bronx,NY,10466,,347-389-6140,E,,Public - Credit card at all times,24 hours daily; members only,A D Debit M V,,4,,,Non-Networked,,GPS,40.882786,-73.841986,03/14/2024,205826,12-02-2025 00:16,P,,,02-04-2022,J1772
ELEC,TRAIL BREAK SCHROON LAKE,1299 U.S. 9,"1 mile off Exit 28. Turn right onto US Route 9, 1 mile south on right side",Schroon Lake,NY,12870,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.851345,-73.75766,11/20/2025,428425,20-11-2025 01:17,,,,09/30/2025,J1772
ELEC,286WAE 49 SHERIDAN AVE,49 Sheridan Ave,,Albany,NY,12210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.654077,-73.752634,11/20/2025,185189,20-11-2025 01:38,,,,02/19/2021,J1772
ELEC,U OF R AOC 5,10 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.081549,-77.633457,11/20/2025,250577,20-11-2025 02:04,,,,01-12-2023,J1772
ELEC,U OF R HOSP SEC D BLUE,601 Elmwood Ave,D blue,Rochester,NY,14620,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.123421,-77.622592,11/20/2025,213087,20-11-2025 01:24,,,,03/31/2022,J1772
ELEC,Tanger Outlets - Riverhead Cole Haan,200 Tanger Mall Drive,,Riverhead,NY,11901,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,7,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.919659,-72.712728,11/20/2025,445732,20-11-2025 03:15,,,,11/14/2025,J1772
ELEC,Homewood Suites Rochester Greece,400 Center Place Drive,,Rochester,NY,14615,,888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.208062,-77.672822,11/20/2025,357436,20-11-2025 04:26,,,,10-03-2024,J1772
ELEC,Stevens Manor East,644 Silver Lake-Scotchtown Road,,Middletown,NY,10941,,833-611-5965,E,,Public,24 hours daily,,,8,,,VIALYNK,https://www.lynkwell.com,GPS,41.47627,-74.37712,11/20/2025,334473,20-11-2025 04:23,,,,05-02-2024,J1772
ELEC,Bear Mountain State Park - Parking Field #2,3006 Seven Lakes Dr,,Bear Mnt,NY,10911,,833-611-5965,E,,Public,24 hours daily,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,41.31029,-73.99043,11/20/2025,355241,20-11-2025 04:24,,,,09-10-2024,J1772
ELEC,799 SENECA STATION 3,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon: 5:00pm-10:00pm; Tue: 5:00pm-10:00pm; Wed: 5:00pm-10:00pm; Thu: 5:00pm-10:00pm; Fri: 5:00pm-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.875076,-78.847665,11/20/2025,191248,20-11-2025 01:42,,,,06/19/2021,J1772
ELEC,TDC Building 10,625 Route 3,,Plattsburgh,NY,12901,,833-611-5965,E,,Public,24 hours daily,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,44.69545,-73.50912,11/20/2025,324865,20-11-2025 04:23,,,,10/31/2023,J1772
ELEC,OMG EV CHARGER EVCHARGER3,656 Co Hwy 33,,Cooperstown,NY,13326,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.626144,-74.945076,11/20/2025,203019,20-11-2025 01:49,,,,12/24/2021,J1772
ELEC,Woodlawn Branch Library,2 Sanford St.,,Schenectady,NY,12304,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.77992,-73.90469,11/20/2025,223249,20-11-2025 04:22,,,,03-03-2022,J1772
ELEC,Municipal Marina & Campground,302 Marina Dr,,Montour Falls,NY,14865,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,https://www.evconnect.com,GPS,42.355437,-76.852614,11/20/2025,350047,20-11-2025 03:33,,,,07-06-2024,J1772
ELEC,Liberty Green - Garage,300 N End Ave,,New York,NY,10282,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,8,,,EVOKE,https://evokesystems.com,GPS,40.7167,-74.01432,09-12-2025,356989,12-09-2025 21:22,P,,,01-12-2022,J1772
